# Generated with codec_test.py (time: 184min)

Tool versions:
+ mencoder 2:1.0~rc2-0ubuntu13
+ mkvmerge v2.0.2
+ mp4creator 1.6
+ mplayer 1.0rc2-4.2.3
+ ogmmerge v1.5
+ undvd 0.5.1

+------------+------------+------------+------------+
| container  | vcodec     | acodec     | status     |
| nut        | h261       | flac       | failed     |
| nut        | h261       | mp2        | failed     |
| nut        | h261       | mp3        | failed     |
| nut        | h261       | sonic      | failed     |
| nut        | h261       | sonicls    | failed     |
| nut        | h261       | vorbis     | failed     |
| nut        | h261       | wmav1      | failed     |
| nut        | h261       | wmav2      | failed     |
| nut        | h263       | aac        | failed     |
| nut        | h263       | ac3        | failed     |
| nut        | h263       | flac       | failed     |
| nut        | h263       | mp2        | failed     |
| nut        | h263       | mp3        | failed     |
| nut        | h263       | sonic      | failed     |
| nut        | h263       | sonicls    | failed     |
| nut        | h263       | vorbis     | failed     |
| nut        | h263       | wmav1      | failed     |
| nut        | h263       | wmav2      | failed     |
| nut        | h263p      | aac        | ok         |
| nut        | h263p      | ac3        | ok         |
| nut        | h263p      | flac       | ok         |
| nut        | h263p      | mp2        | ok         |
| nut        | h263p      | mp3        | ok         |
| nut        | h263p      | sonic      | ok         |
| nut        | h263p      | sonicls    | ok         |
| nut        | h263p      | vorbis     | ok         |
| nut        | h263p      | wmav1      | ok         |
| nut        | h263p      | wmav2      | ok         |
| nut        | h264       | aac        | ok         |
| nut        | h264       | ac3        | ok         |
| nut        | h264       | flac       | ok         |
| nut        | h264       | mp2        | ok         |
| nut        | h264       | mp3        | ok         |
| nut        | h264       | sonic      | ok         |
| nut        | h264       | sonicls    | ok         |
| nut        | h264       | vorbis     | ok         |
| nut        | h264       | wmav1      | ok         |
| nut        | h264       | wmav2      | ok         |
| nut        | mpeg1video | aac        | ok         |
| nut        | mpeg1video | ac3        | ok         |
| nut        | mpeg1video | flac       | ok         |
| nut        | mpeg1video | mp2        | ok         |
| nut        | mpeg1video | mp3        | ok         |
| nut        | mpeg1video | sonic      | ok         |
| nut        | mpeg1video | sonicls    | ok         |
| nut        | mpeg1video | vorbis     | ok         |
| nut        | mpeg1video | wmav1      | ok         |
| nut        | mpeg1video | wmav2      | ok         |
| nut        | mpeg2video | aac        | ok         |
| nut        | mpeg2video | ac3        | ok         |
| nut        | mpeg2video | flac       | ok         |
| nut        | mpeg2video | mp2        | ok         |
| nut        | mpeg2video | mp3        | ok         |
| nut        | mpeg2video | sonic      | ok         |
| nut        | mpeg2video | sonicls    | ok         |
| nut        | mpeg2video | vorbis     | ok         |
| nut        | mpeg2video | wmav1      | ok         |
| nut        | mpeg2video | wmav2      | ok         |
| nut        | mpeg4      | aac        | ok         |
| nut        | mpeg4      | ac3        | ok         |
| nut        | mpeg4      | flac       | ok         |
| nut        | mpeg4      | mp2        | ok         |
| nut        | mpeg4      | mp3        | ok         |
| nut        | mpeg4      | sonic      | ok         |
| nut        | mpeg4      | sonicls    | ok         |
| nut        | mpeg4      | vorbis     | ok         |
| nut        | mpeg4      | wmav1      | ok         |
| nut        | mpeg4      | wmav2      | ok         |
| nut        | msmpeg4    | aac        | ok         |
| nut        | msmpeg4    | ac3        | ok         |
| nut        | msmpeg4    | flac       | ok         |
| nut        | msmpeg4    | mp2        | ok         |
| nut        | msmpeg4    | mp3        | ok         |
| nut        | msmpeg4    | sonic      | ok         |
| nut        | msmpeg4    | sonicls    | ok         |
| nut        | msmpeg4    | vorbis     | ok         |
| nut        | msmpeg4    | wmav1      | ok         |
| nut        | msmpeg4    | wmav2      | ok         |
| nut        | msmpeg4v2  | aac        | ok         |
| nut        | msmpeg4v2  | ac3        | ok         |
| nut        | msmpeg4v2  | flac       | ok         |
| nut        | msmpeg4v2  | mp2        | ok         |
| nut        | msmpeg4v2  | mp3        | ok         |
| nut        | msmpeg4v2  | sonic      | ok         |
| nut        | msmpeg4v2  | sonicls    | ok         |
| nut        | msmpeg4v2  | vorbis     | ok         |
| nut        | msmpeg4v2  | wmav1      | ok         |
| nut        | msmpeg4v2  | wmav2      | ok         |
| nut        | roqvideo   | aac        | failed     |
| nut        | roqvideo   | ac3        | failed     |
| nut        | roqvideo   | flac       | failed     |
| nut        | roqvideo   | mp2        | failed     |
| nut        | roqvideo   | mp3        | failed     |
| nut        | roqvideo   | sonic      | failed     |
| nut        | roqvideo   | sonicls    | failed     |
| nut        | roqvideo   | vorbis     | failed     |
| nut        | roqvideo   | wmav1      | failed     |
| nut        | roqvideo   | wmav2      | failed     |
| nut        | rv10       | aac        | ok         |
| nut        | rv10       | ac3        | ok         |
| nut        | rv10       | flac       | ok         |
| nut        | rv10       | mp2        | ok         |
| nut        | rv10       | mp3        | ok         |
| nut        | rv10       | sonic      | ok         |
| nut        | rv10       | sonicls    | ok         |
| nut        | rv10       | vorbis     | ok         |
| nut        | rv10       | wmav1      | ok         |
| nut        | rv10       | wmav2      | ok         |
| nut        | svq1       | aac        | ok         |
| nut        | svq1       | ac3        | ok         |
| nut        | svq1       | flac       | ok         |
| nut        | svq1       | mp2        | ok         |
| nut        | svq1       | mp3        | ok         |
| nut        | svq1       | sonic      | ok         |
| nut        | svq1       | sonicls    | ok         |
| nut        | svq1       | vorbis     | ok         |
| nut        | svq1       | wmav1      | ok         |
| nut        | svq1       | wmav2      | ok         |
| nut        | wmv1       | aac        | ok         |
| nut        | wmv1       | ac3        | ok         |
| nut        | wmv1       | flac       | ok         |
| nut        | wmv1       | mp2        | ok         |
| nut        | wmv1       | mp3        | ok         |
| nut        | wmv1       | sonic      | ok         |
| nut        | wmv1       | sonicls    | ok         |
| nut        | wmv1       | vorbis     | ok         |
| nut        | wmv1       | wmav1      | ok         |
| nut        | wmv1       | wmav2      | ok         |
| nut        | wmv2       | aac        | ok         |
| nut        | wmv2       | ac3        | ok         |
| nut        | wmv2       | flac       | ok         |
| nut        | wmv2       | mp2        | ok         |
| nut        | wmv2       | mp3        | ok         |
| nut        | wmv2       | sonic      | ok         |
| nut        | wmv2       | sonicls    | ok         |
| nut        | wmv2       | vorbis     | ok         |
| nut        | wmv2       | wmav1      | ok         |
| nut        | wmv2       | wmav2      | ok         |
| nut        | xvid       | aac        | ok         |
| nut        | xvid       | ac3        | ok         |
| nut        | xvid       | flac       | ok         |
| nut        | xvid       | mp2        | ok         |
| nut        | xvid       | mp3        | ok         |
| nut        | xvid       | sonic      | ok         |
| nut        | xvid       | sonicls    | ok         |
| nut        | xvid       | vorbis     | ok         |
| nut        | xvid       | wmav1      | ok         |
| nut        | xvid       | wmav2      | ok         |
| ogm        | asv1       | aac        | ok         |
| ogm        | asv1       | ac3        | ok         |
| ogm        | asv1       | flac       | ok         |
| ogm        | asv1       | mp2        | ok         |
| ogm        | asv1       | mp3        | ok         |
| ogm        | asv1       | sonic      | ok         |
| ogm        | asv1       | sonicls    | ok         |
| ogm        | asv1       | vorbis     | ok         |
| ogm        | asv1       | wmav1      | ok         |
| ogm        | asv1       | wmav2      | ok         |
| ogm        | asv2       | aac        | ok         |
| ogm        | asv2       | ac3        | ok         |
| ogm        | asv2       | flac       | ok         |
| ogm        | asv2       | mp2        | ok         |
| ogm        | asv2       | mp3        | ok         |
| ogm        | asv2       | sonic      | ok         |
| ogm        | asv2       | sonicls    | ok         |
| ogm        | asv2       | vorbis     | ok         |
| ogm        | asv2       | wmav1      | ok         |
| ogm        | asv2       | wmav2      | ok         |
| ogm        | dvvideo    | aac        | failed     |
| ogm        | dvvideo    | ac3        | failed     |
| ogm        | dvvideo    | flac       | failed     |
| ogm        | dvvideo    | mp2        | failed     |
| ogm        | dvvideo    | mp3        | failed     |
| ogm        | dvvideo    | sonic      | failed     |
| ogm        | dvvideo    | sonicls    | failed     |
| ogm        | dvvideo    | vorbis     | failed     |
| ogm        | dvvideo    | wmav1      | failed     |
| ogm        | dvvideo    | wmav2      | failed     |
| ogm        | ffv1       | aac        | ok         |
| ogm        | ffv1       | ac3        | ok         |
| ogm        | ffv1       | flac       | ok         |
| ogm        | ffv1       | mp2        | ok         |
| ogm        | ffv1       | mp3        | ok         |
| ogm        | ffv1       | sonic      | ok         |
| ogm        | ffv1       | sonicls    | ok         |
| ogm        | ffv1       | vorbis     | ok         |
| ogm        | ffv1       | wmav1      | ok         |
| ogm        | ffv1       | wmav2      | ok         |
| ogm        | flv        | aac        | ok         |
| ogm        | flv        | ac3        | ok         |
| ogm        | flv        | flac       | ok         |
| ogm        | flv        | mp2        | ok         |
| ogm        | flv        | mp3        | ok         |
| ogm        | flv        | sonic      | ok         |
| ogm        | flv        | sonicls    | ok         |
| ogm        | flv        | vorbis     | ok         |
| ogm        | flv        | wmav1      | ok         |
| ogm        | flv        | wmav2      | ok         |
| ogm        | h261       | aac        | failed     |
| ogm        | h261       | ac3        | failed     |
| ogm        | h261       | flac       | failed     |
| ogm        | h261       | mp2        | failed     |
| ogm        | h261       | mp3        | failed     |
| ogm        | h261       | sonic      | failed     |
| ogm        | h261       | sonicls    | failed     |
| ogm        | h261       | vorbis     | failed     |
| ogm        | h261       | wmav1      | failed     |
| ogm        | h261       | wmav2      | failed     |
| ogm        | h263       | aac        | failed     |
| ogm        | h263       | ac3        | failed     |
| ogm        | h263       | flac       | failed     |
| ogm        | h263       | mp2        | failed     |
| ogm        | h263       | mp3        | failed     |
| ogm        | h263       | sonic      | failed     |
| ogm        | h263       | sonicls    | failed     |
| ogm        | h263       | vorbis     | failed     |
| ogm        | h263       | wmav1      | failed     |
| ogm        | h263       | wmav2      | failed     |
| ogm        | h263p      | aac        | ok         |
| ogm        | h263p      | ac3        | ok         |
| ogm        | h263p      | flac       | ok         |
| ogm        | h263p      | mp2        | ok         |
| ogm        | h263p      | mp3        | ok         |
| ogm        | h263p      | sonic      | ok         |
| ogm        | h263p      | sonicls    | ok         |
| ogm        | h263p      | vorbis     | ok         |
| ogm        | h263p      | wmav1      | ok         |
| ogm        | h263p      | wmav2      | ok         |
| ogm        | h264       | aac        | ok         |
| ogm        | h264       | ac3        | ok         |
| ogm        | h264       | flac       | ok         |
| ogm        | h264       | mp2        | ok         |
| ogm        | h264       | mp3        | ok         |
| ogm        | h264       | sonic      | ok         |
| ogm        | h264       | sonicls    | ok         |
| ogm        | h264       | vorbis     | ok         |
| ogm        | h264       | wmav1      | ok         |
| ogm        | h264       | wmav2      | ok         |
| ogm        | mpeg1video | aac        | ok         |
| ogm        | mpeg1video | ac3        | ok         |
| ogm        | mpeg1video | flac       | ok         |
| ogm        | mpeg1video | mp2        | ok         |
| ogm        | mpeg1video | mp3        | ok         |
| ogm        | mpeg1video | sonic      | ok         |
| ogm        | mpeg1video | sonicls    | ok         |
| ogm        | mpeg1video | vorbis     | ok         |
| ogm        | mpeg1video | wmav1      | ok         |
| ogm        | mpeg1video | wmav2      | ok         |
| ogm        | mpeg2video | aac        | ok         |
| ogm        | mpeg2video | ac3        | ok         |
| ogm        | mpeg2video | flac       | ok         |
| ogm        | mpeg2video | mp2        | ok         |
| ogm        | mpeg2video | mp3        | ok         |
| ogm        | mpeg2video | sonic      | ok         |
| ogm        | mpeg2video | sonicls    | ok         |
| ogm        | mpeg2video | vorbis     | ok         |
| ogm        | mpeg2video | wmav1      | ok         |
| ogm        | mpeg2video | wmav2      | ok         |
| ogm        | mpeg4      | aac        | ok         |
| ogm        | mpeg4      | ac3        | ok         |
| ogm        | mpeg4      | flac       | ok         |
| ogm        | mpeg4      | mp2        | ok         |
| ogm        | mpeg4      | mp3        | ok         |
| ogm        | mpeg4      | sonic      | ok         |
| ogm        | mpeg4      | sonicls    | ok         |
| ogm        | mpeg4      | vorbis     | ok         |
| ogm        | mpeg4      | wmav1      | ok         |
| ogm        | mpeg4      | wmav2      | ok         |
| ogm        | msmpeg4    | aac        | ok         |
| ogm        | msmpeg4    | ac3        | ok         |
| ogm        | msmpeg4    | flac       | ok         |
| ogm        | msmpeg4    | mp2        | ok         |
| ogm        | msmpeg4    | mp3        | ok         |
| ogm        | msmpeg4    | sonic      | ok         |
| ogm        | msmpeg4    | sonicls    | ok         |
| ogm        | msmpeg4    | vorbis     | ok         |
| ogm        | msmpeg4    | wmav1      | ok         |
| ogm        | msmpeg4    | wmav2      | ok         |
| ogm        | msmpeg4v2  | aac        | ok         |
| ogm        | msmpeg4v2  | ac3        | ok         |
| ogm        | msmpeg4v2  | flac       | ok         |
| ogm        | msmpeg4v2  | mp2        | ok         |
| ogm        | msmpeg4v2  | mp3        | ok         |
| ogm        | msmpeg4v2  | sonic      | ok         |
| ogm        | msmpeg4v2  | sonicls    | ok         |
| ogm        | msmpeg4v2  | vorbis     | ok         |
| ogm        | msmpeg4v2  | wmav1      | ok         |
| ogm        | msmpeg4v2  | wmav2      | ok         |
| ogm        | roqvideo   | aac        | failed     |
| ogm        | roqvideo   | ac3        | failed     |
| ogm        | roqvideo   | flac       | failed     |
| ogm        | roqvideo   | mp2        | failed     |
| ogm        | roqvideo   | mp3        | failed     |
| ogm        | roqvideo   | sonic      | failed     |
| ogm        | roqvideo   | sonicls    | failed     |
| ogm        | roqvideo   | vorbis     | failed     |
| ogm        | roqvideo   | wmav1      | failed     |
| ogm        | roqvideo   | wmav2      | failed     |
| ogm        | rv10       | aac        | ok         |
| ogm        | rv10       | ac3        | ok         |
| ogm        | rv10       | flac       | ok         |
| ogm        | rv10       | mp2        | ok         |
| ogm        | rv10       | mp3        | ok         |
| ogm        | rv10       | sonic      | ok         |
| ogm        | rv10       | sonicls    | ok         |
| ogm        | rv10       | vorbis     | ok         |
| ogm        | rv10       | wmav1      | ok         |
| ogm        | rv10       | wmav2      | ok         |
| ogm        | svq1       | aac        | failed     |
| ogm        | svq1       | ac3        | failed     |
| ogm        | svq1       | flac       | failed     |
| ogm        | svq1       | mp2        | failed     |
| ogm        | svq1       | mp3        | failed     |
| ogm        | svq1       | sonic      | failed     |
| ogm        | svq1       | sonicls    | failed     |
| ogm        | svq1       | vorbis     | failed     |
| ogm        | svq1       | wmav1      | failed     |
| ogm        | svq1       | wmav2      | failed     |
| ogm        | wmv1       | aac        | ok         |
| ogm        | wmv1       | ac3        | ok         |
| ogm        | wmv1       | flac       | ok         |
| ogm        | wmv1       | mp2        | ok         |
| ogm        | wmv1       | mp3        | ok         |
| ogm        | wmv1       | sonic      | ok         |
| ogm        | wmv1       | sonicls    | ok         |
| ogm        | wmv1       | vorbis     | ok         |
| ogm        | wmv1       | wmav1      | ok         |
| ogm        | wmv1       | wmav2      | ok         |
| ogm        | wmv2       | aac        | ok         |
| ogm        | wmv2       | ac3        | ok         |
| ogm        | wmv2       | flac       | ok         |
| ogm        | wmv2       | mp2        | ok         |
| ogm        | wmv2       | mp3        | ok         |
| ogm        | wmv2       | sonic      | ok         |
| ogm        | wmv2       | sonicls    | ok         |
| ogm        | wmv2       | vorbis     | ok         |
| ogm        | wmv2       | wmav1      | ok         |
| ogm        | wmv2       | wmav2      | ok         |
| ogm        | xvid       | aac        | ok         |
| ogm        | xvid       | ac3        | ok         |
| ogm        | xvid       | flac       | ok         |
| ogm        | xvid       | mp2        | ok         |
| ogm        | xvid       | mp3        | ok         |
| ogm        | xvid       | sonic      | ok         |
| ogm        | xvid       | sonicls    | ok         |
| ogm        | xvid       | vorbis     | ok         |
| ogm        | xvid       | wmav1      | ok         |
| ogm        | xvid       | wmav2      | ok         |
+------------+------------+------------+------------+
